text,toxic
"""

 Merry Christmas and Happy New Year 

  I wish you merry Christmas and a Happy New YearAaron Janagewen""",0
"""

 Is this dude 
The Ellesmere Port Elf? ☘☘ craic """,0
"""Jokes
How does Helen Keller drive? One hand on the wheel and one hand one the road! 

First name: Brittany 
    joke: How do you Punish Hellen Keller? 1- Reareange the Furniture 2- Give her a basketball and tell her to read it. 3- tell her to find the corners in a round room 

    joke: Why does Helen Keller have holes in her face? She tried eating with a fork. 

First name: Rob Boz 
    joke: Did you hear about the new Helen Keller Doll? You wind her up and she bumps into the furniture! 

First name: businessguy 
    joke: What is Helen Keller's favorite Convenience Store? WAAAWAAA 

    joke: Why did Helen Keller's dog jump off a cliff and kill itself? You would too if your name was sajifjlsisdjifiuop 

First name: Willy Boy 
    joke: How did Helen Keller's parents punish her? They stuck a plunger in the toilet. 
    How many kids did Helen Keller have? NONE! The plunger went all the way through! 

First Name: LMonroe 
    joke: If Helen Keller fell down in the woods, would she make a sound? 

First name: Jay 
    joke: Why can't Helen Keller drive? Because she's a woman! no seriously why can't Helen Keller drive? Because she's dead! 

First name: Jay 
    joke: Have you seen a picture of Helen Kellers dad? Neither has she! 

First name: Red 
    joke: how did helen keller burn the side of her face? she answered the iron. how did she burn the other side? they called back.
(note from one of our visitors: """"how did helen keller hear the iron ring? SHE DIDN'T!!! cause shes DEAF!!!!!!!!!!"""" this joke may have been fabricated, we are currently researching the authenticity of this event.) 

First name: Red 
    joke: what did hellen keller's room look like? she didn't know either 

First name: shayla 
    joke: what do you call a tennis match between helen keller and stevie wonder? endless love 

First name: yo momma 
    joke: why does helen keller wear tight pants? so you can read her lips!! 

First name: Heather 
    joke: What was Helen Kellers favorite childhood game? Musical Chairs 

First name: little-comb 
    joke: Whats Helen Kellers favourite movie? Around the Block in 80 days. 

First name: Jeffrey 
    joke: If helen keller were psychic, would she call it a fourth sense? 

First name: Aussie 
    joke: What did Helen Keller say to the shop assistant when she knocked over a product-display in the store? Just looking! 

First name: griz 
    joke: whats the name of helen kellers new movie? silent scream. 

First name: griz 
    joke: how did helen keller burn her face? she was bobbing for french fries. 

First name: Joseph 
    joke: How did Helen Kellers parents punish her? Stuck doorknobs to the walls. 

First name: patrick 
    joke: Why cant Hellen Keller drive a car? Because shes a woman. Why cant Hellen Keller drive a train? Because shes dead. 

First name: Dee 
    joke: Why were Helen Kellers hands purple? She heard it thru the grapevine. 

First name: dave 
    joke: Have you heard about Helen Kellers new car? neither has she 

First name: dave 
    joke: Why did helen keller go crazy? she was trying to read a stucko wall. 

First name: Boyd 
    joke: How did Helen Kellers parents punish her? -they left the plunger in the toilet 

First name: eliyah 
    joke: what did hellen keller get for cristmas? polio! she had everything else. 

First name: Jeremy 
    joke: Helen Keller went to town riding on a pony she stuck a feather in her hat and called it......... uuhhhhhhhhhhhhhhhhhhhhhh 

First name: Reed 
    joke: How do you get helen keller to keep a secret? Break her fingers 

First name: max 
    joke: why did helen kellers dog commit suicide? you would to if your name was mmmmmmmmmnnnnnn 

First name: M & G 
    joke: Why doesnt Hellen Kellar scream when she fell off the cliff? - She was wearing mittens 

First Name:wickedclown 
    joke: why can't Hellen Keller jump out of an airplane? It scares the shit out of her dog. 

First Name: danny 
    joke: Whats helen keller's favorite color? Black 

First Name: The Dude 
    joke: Why did Helen Keller cross the road? What, like she know's where she's going? 

First Name: John dokken 
    joke: How do you punish Helen Keller? By rearranging the living-room furniture. 

First Name: jenifer 
    joke: What did Helen Keller do when she fell down the well? She screamed her hands off. 

First Name",0
"Read through and analyse everything. They are not nonsense, not wrong and they are justified. What rubbish is this? Of course you can't revert when there are no additions. Merry christmas, nows a good time to repent. Maybe I will put it clearer: Nonsensical templates on the talk pages are unwarranted and unfair to others using the IPs. -116.14.30.51",0
"Relationships Section 

Would the Gourry/Lina shippers please cease to turn the relationships section into being all about Gourry and Lina? The section is an outlining of the various views and perceptions people have about her relationships, it is not for pushing one relationship over the others. -",0
"Hey, moron, why don't you read the entire edit requesting subject to see the sources I provided? And it doesn't hurt for wikipedia articles to be just a little bit accurate.",1
"""==Notability of James F. Knight==
A tag has been placed on James F. Knight, requesting that it be speedily deleted from Wikipedia. This has been done because the article seems to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable: that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not assert the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable. 

If you feel that you can assert the notability of the subject, you may contest the deletion. To do this, add  on the top of the page (just below the existing speedy deletion or """"db"""" tag) and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm the subject's notability under Wikipedia guidelines.

For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.   """,0
""" 
The URL format says one thing, and the text on a page says something else.  Do we trust a technical artifact over a clear statement? 70.133.154.32  
Actually, from an NPOV perspective, I probably should be objecting to both quotes.  I propose:  with  subject to future discussion if someone finds a better summary for that position. 70.133.154.32  

""",0
"WWF Smackdown: Just Bring It 
Just Bring It is mainly remembered for it's terribly subpar commentary and PSOne graphics, despite it being the first PS2 Smackdown game. Everyone I talk to knows that this is one pitiful wrestling game. Check out the reviews on Gamefaqs and other sites. Reviews of current Smackdown games also point to this one as the series' biggest flop.",0
to make that observation. Are,0
can someone please review my request........?,0
I am sorry. Please don't block me.,0
"""Indeed, given Kinu's linked diff above, 31 hours is lenient. BLACKKITE }}""",0
"""
That isn't an image of Superwoman, that is an image of DC Comics Presnts #2, single character images are preferred over comic covers, unless it is a cover of that characters comic. Unless it was edited to focus excluvely on Kristin, the one I put is a far better choice. As for her """"relation"""" to Superman, she has his S shield, a symbol that is universally known to be  realted to ALL things Superman  """,0
"""
  

Your request to be unblocked has been granted for the following reason(s):
reason

Request handled by:  

 Unblocking administrator: Please check for active autoblocks on this user after accepting the unblock request.""",0
"Hello giant asshole,

What the fuck? Feetboarding is extremely popular in St. Louis. You probably wouldn't fucking know cuz u dont live in St. Louis. I do. I think i know a little more about it than you. Who the fuck are you thinking that your hotshit cuz youre the self proclaimed wikipedia police. let people talk about shit that they know about and that you obviously don't know shit about. Thank you cocksucking douschebag.",1
"""|decline=You don't seem to understand the conflict of interest presented by you creating an article for someone that you work for. I'd suggest you use the remaining time in your block to review the relevant Wikipedia policies on this, which can be found here. – (talk) """,0
"""

Also notice how the UH part of Cullen Boulevard is not connected with the FM 865 part: http://maps.google.com/?ie=UTF8&hq;=&hnear;=Houston,+Harris,+Texas&ll;=29.711314,-95.355921&spn;=0.040255,0.088749&z;=14  (diskussion) """,0
"Page deletion query 

Hello there..

Was just wondering why the page on Thomas Bell was deleted.. 

http://en.m.wikipedia.org/wiki/Thomas_James_Ball

Cheers -)",0
"""

 The lies in how he built the clock 

I was reading the following section and I see lots of issues of truth in it:

""""His father, Mohamed Elhassan Mohamed, said that on Monday morning, September 14, 2015, he drove his son to school and encouraged him to display his technological ability.[4]

In an interview on Al Jazeera's Ali Velshi on Target, Mohamed said the clock was """"built from scrap around the house"""" and that """"some of the boards were already manufactured.""""[5] He told Larry Wilmore on The Nightly Show that it took him """"10 or 20 minutes"""" to put it together and that he has built more complicated items, but that the clock was simple, using some parts that were scrapped off so that it was easier.[6] According to the initial report in The Dallas Morning News, he had done this """"before bed on Sunday. [September 13, 2015]""""[7]""""

Nowhere is there a paragraph underneath that should write """"While Ahmed claims he built the clock from """"scrap"""", it is well known among tech enthusiasts that it is simply the components of a digital clock with no cover. So what I'm asking, is it alright to add sources that show he was lying? 

Lie 1: Some of the boards were already manufactured - should be """"All of the boards...""""

Lie 2: There were no external 'scrap' parts other than the ones that come from a commercial clock""",0
]] is a dumbfuck racist Undertale fan.,1
REDIRECT Talk:Regulation (socio-legal concept),0
Cant you just remove the logo and the sponsorship without changing the design? I wont revert it but I still like to see the actual jersey designs.,0
"Yes, don't want fucking I.P. editors messing it up.",1
"Actually, heat is bad for them, and it lowers their efficiency. Many have a metal backing, so that they radiate away that heat. In fact, you might do well to solder a solar hot water collector to their bottom, to cool them off.",0
", 26 October 2014 (UTC)
 Exactly. I knew you would understand the remark.    09:11",0
"You're just a vandal

You are not helping Wikipedia with all your blatant vandalizations of Warner Bros. cartoons. Leave and never return, please. 72.37.171.100",1
"My apologies. I hope that didn't ruin things for you - I should have been more careful. Is it me, or did Rocksteady approve of WB Montreal developing the game? They didn't fully live up to my expectations. But it is a worthwhile game. I've completed the main story, and am currently one quarter through New Game Plus. My rating: 8/10",0
"I can't speak for Jimbo, but if I were in his position I would consider it an obligation to enforce the integrity of wikipedia in extreme cases like this, in spite of any disproportionate controversy that may possibly result from my actions. This seemed like a clear cut case of administrator abuse to me (I'm a centrist; no bias accusations please). Most of the small handful of people who know about this controversy will forget about it within a week or month. The article, on the other hand, would be lost forever; the knowledge therein stolen from innumerable potential readers. Think of the bigger picture, and moreover, consider these overreactions and what they implicate.",0
"""

 Cycling/2012 Olympics 

Can you please list the countries in order of how they finished in qualification please. TalkContributions  """,0
"""

 Other side 

I heard that Hebrew means from the other side, other side referring to the other side of the Euphrates. But I don't understand from which side one must look, the mediterranean side or the Iranian side if you will. Can someone help me?  

Well, in which language? the Hebrew word for hebrew, Ivrit,does not mean from the other side in hebrew.  —Preceding unsigned comment added by 70.107.53.54   

The Hebrew name for Hebrew, """"Ivrit"""", is derived from """"Ivrim"""" (the Hebrew word for """"Israelites"""") meaning simply """"the language of the Israelites"""". Neither word means """"side"""". However, both of these words are constructed from the root consonants ע (/ʕ/,), ב (/v/) and ר (/r/). This means that they may be etymologically related to words such as /ever/ (""""side""""), /ma'avar/ (""""passage""""), /avar/ (""""to pass"""", v.i. or """"to go over""""), /he'evir/ (""""to pass"""", v.t.) and others. As far as I remember, it is traditionally said that the Israelites' name """"Ivrim"""" was given to them because they entered the promised land of Israel by crossing, e.i. passing over the Jordan River.   

Thanks for your explanation ) it is a shame that I can't remember where I've heard it ( I'll put it in wiktionary )   """,0
"Blind as bats 

Not one of you has seen what I have done to this page. Obviously you rely on some form of program to revert vandalism and not your own eyes.",1
"""
s deletion policy]]).  You may prevent the proposed deletion by removing the  notice, but please explain why you disagree with the proposed deletion in your edit summary or on its talk page.

Please consider improving the article to address the issues raised because, even though removing the deletion notice will prevent deletion through the proposed deletion process, the article may still be deleted if it matches any of the speedy deletion criteria or it can be sent to Articles for Deletion, where it may be deleted if consensus to delete is reached.   
Yes, """"Prada Transformer"""", with quotes, should be deleted.  I created the article with quotes in the title by mistake, and moved the page to Prada Transformer without quotes.  But no redirect from the quoted version is needed.  However, I believe Prada Transformer, without quotes, does meet notability guidelines.  I've added a bunch more external links to big-name sources like Vogue, Vanity Fair, and New York Magazine, so that it's clear that the Prada Transformer has received reasonably wide media coverage, especially within the fashir talk:Peace and Passion|""""I'm listening....""""]]) 

 Rollback 

I've added the rollback privilege to your account, because it looks like you could use it.  Check out Wikipedia:Rollback feature and the linked policy (and practice) pages if you need any guidance on how the tool should be used.  If it was too presumptuous of me to flip the bit for you, say the word and I'll turn it off again.

Cheers! (talk) 
Thanks!   

Please consider improving the article to address the issues raised because, even though removing the deletion notice will prevent deletion through the proposed deletion process, the article may still be deleted if it matches any of the speedy deletion criteria or it can be sent to Articles for Deletion, where it may be deleted if consensus to delete is reached.   
Yes, """"Prada Transformer"""", with quotes, should be deleted.  I created the article with quotes in the title by mistake, and moved the page to Prada Transformer without quotes.  But no redirect from the quoted version is needed.  However, I believe Prada Transformer, without quotes, does meet notability guidelines.  I've added a bunch more external links to big-name sources like Vogue, Vanity Fair, and New York Magazine, so that it's clear that the Prada Transformer has received reasonably wide media coverage, especially within the fashir talk:Peace and Passion|""""I'm listening....""""]]) 

 Rollback 

I've added the rollback privilege to your account, because it looks like you could use it.  Check out Wikipedia:Rollback feature and the linked policy (and practice) pages if you need any guidance on how the tool should be used.  If it was too presumptuous of me to flip the bit for you, say the word and I'll turn it off again.

Cheers! (talk) 
Thanks!   
ity guidelines.  I've added a bunch more external links to big-name sources like Vogue, Vanity Fair, and New York Magazine, so that it's clear that the Prada Transformer has received reasonably wide media coverage, especially within the fashir talk:Peace and Passion|""""I'm listening....""""]]) 

 Rollback 

I've added the rollback privilege to your account, because it looks like you could use it.  Check out Wikipedia:Rollback feature and the linked policy (and practice) pages if you need any guidance on how the tool should be used.  If it was too presumptuous of me to flip the bit for you, say the word and I'll turn it off again.

Cheers! (talk) 
Thanks!   

 Rollback 

I've added the rollback privilege to your account, because it looks like you could use it.  Check out [[Wi",0
"""

 Euthanasia 

Please revert your reversion of my edits. I am an experienced editor who has edited under other accounts in the past, and I know what I'm doing. Thank you.   

 I have already used the Talk page and my deletions actually follow consensus. The Aktion T4 material was added to the page by an editor who is currently the subject of a POV pushing complaint. The Nazis used """"euthanasia"""" as a smokescreen to hide what experts agree was murder, plain and simple. I am allows to be bold without you reverting for the only reason that you think i am a newbie. I've told you I am not a newbie, so revert please.   """,0
This is your introduction to the Formula 1 official website not being particularly accurate at times. Bruni was fifteen laps down in Australia and was not classified as a finisher. Sato blew his engine up in Malaysia and at San Marino and parked it and did not finish. Fisichella's car died eight laps short in the US with mechanical failure and Zonta lost his engine at Spa with a lap or two to go.,0
"1. Can you find evidence that run counter to those at Discover the Networks? 

2. Would you deny that the NLG is far-left?  Or are you simply concerned that some people might have personal biases against the far-left?",0
"Ah, yes.  I lost the POV in all the more general copyedits.  I should remember not to try thinking (and certainly not posting) before the second cup of coffee.  Thanks again.",0
"""
Wikipedia Cleanup
Cleaned up and wikified, completed Ben Hur's name to Judah Ben Hur per (IMDB) cast listing and removed the word exciting from first sentence to make NPOV.Dakota ~  ° """,0
"|company_type     = Public
|foundation       = 2011
|founder          = John Eric Moscoso  Kyle Alfred Bautista
|location         = Moscoso-Bautista Building  St. John's Academy, San Juan City, Philippines
|key_people       = John Eric Moscoso , Chairman Emeritus  Kyle Alfred Bautista, Chairman of the Board and Chief Executive Officer  Ian Dominic Soriano, Vice Chairman of the Board of Director  Ivan Carl Salvador, Treasurer & Comptroller - Member of the Board of Directors 
|industry         =  Multi-Industry Company
|num_employees    = 100 + within M.B. Group of Companies
|website          = http://www.kuliglig.com",0
"(DON'T DELETE FACT) 

 The Solar System takes 200-250 million years to orbit around the Milkyway one. The Sun rotates once every 25.6 days of the Equater. The Sun contains 99.8% of all the matter in the Solar Sytem.",0
"reverting

it's tiresome when one corrects bad grammer etc and reversion restores it. wikipedia's standards in this department are low enough already.",0
"""

I dont care about the name but there is a WP:RM on the talkpage saying articleshall not be moved and this is not your first attempt. That is why it is considered a disruptive edit. Also there is no need to attack editors calling them """"imbecile"""".  (talk)  Oh you don't care about the name - here put name up for consensus why don't you and have submitted your own name because you might be writing it on paper wrong!? No I don't care what you've got to say - it is NOT disruptive because if that were actually the case there would be more articles showing the surname as Mckay and not McKay which proves there is no need whatsoever for a consensus vote! Actually do some research there mate - instead of reverting just because of that blinking consensus which is wrong anyway! You've just proven that you're not a good editor yourself by saying """"I dont care about the name but there is a WP:RM on the talkpage saying articleshall not be moved and this is not your first attempt"""". That my friend shows a complete disregard for factual information and research in general! Mate, funny I only called you an imbecile because you ATTACKED me first with your silly disruptive edits message. NOT EVERYTHING REQUIRES CONSENSUS AND ALSO CONSENSUS CAN BE WRONG! Think about that.""",1
I've been blocked?  Really?  Are you sure?,0
"""
Great argument. Can't believe I edited for """"personal attack on character"""" LOL. Subjective much?""",0
"Dragon Dice D&D;? 

There's a hi-res scan of the Dragon Dice box cover here. There doesn't appear to be any reference to D&D; on the cover, and the game itself appears to have no connection to the D&D; license. Does it belong on this page?",0
"Of course, you may update the evidence. Please link to my diff should anybody criticize you for doing so.  Talk",0
"AfD nomination 
Hi Derwig,

Both Magen Lacholeh articles have been rewritten and augmented by ample secondary sources. Could you pls review and withdraw your AfD nomination?

Thanks",0
"""

 biography of Lazar Kaganovich 

a Nice read from a fascinating book for those who deny Kaganovich is one of the worst mass murderers in history and edit it my post defending him. Maybe some information can be added to the page?

Lazar Kaganovich, one of the bloodiest of the communist butchers during the 1930s and 1940s and the number-two man in the Kremlin for many years. 

The book is The Wolf of the Kremlin, and it was written by Stuart Kahan, an American Jew who is Kaganovich's nephew. Kahan went to the Soviet Union in 1981 and interviewed his uncle extensively  in Yiddish  to write this biography, and it is a goldmine of revelations.

To sum it up, Lazar Kaganovich was a Jew raised in the Jewish tradition, a yeshiva boy taught to guide himself on the basis of doing always what is best for the Jews, and this precept actually is cited explicitly several times in the book. He attended his first Communist Party meeting in 1911, when he was 18, to hear the Jewish communist Trotsky give a speech in a synagogue in Kiev; that's right: in a synagogue. He rose rapidly in the inner circle of the Communist Party. His success was due primarily to his aggressiveness and his ruthlessness. In his communist activity he held back from nothing, no matter how brutal or bloody. He even killed his fellow Jews when they got in his way. He was a gangster among gangsters.

In 1930 Kaganovich organized a special department of the Soviet secret police, with himself as the head. It was referred to as the department of """"wet affairs,"""" with """"wet"""" meaning """"bloody."""" That is, it handled clandestine mass executions, of the sort carried out later at Vinnitsa in Ukraine and at Katyn in Russia and at a thousand other places throughout the Soviet Union over the next two decades. Kaganovich became the commissar in charge of mass murder. Yet when the German Army invaded the Soviet Union in 1941, it was Kaganovich who was the savior of the Jews: he arranged for the evacuation of all Jews from the frontier areas and their resettlement far to the east, where they would be safe from the Germans. Let the Ukrainians and the Russians bear the brunt of the German invasion, but protect the Jews from hardship and danger at any cost.

When the Gentile communist Nikita Khruschev accused Kaganovich in 1957 at a Soviet Party Congress of having murdered 20 million Russians during his career, Kaganovich didn't even deny it. He only accused Khruschev of being a murderer too. """"Your hands are blood-stained too,"""" Kaganovich told him. Khruschev pointed out that the difference was that he, Khruschev, had merely followed Kaganovich's orders, while it had been Kaganovich who had formulated the policies of mass murder and had given the orders for carrying out those policies.

As I said, it's a fascinating book, this biography of Lazar Kaganovich, and if you really want to gain some insight into his mentality, you should read it for yourself. 

Kaganovich wants to boast about the power he once held, and at the same time he wants to evade responsibility for his crimes, and one can see this ambivalent attitude throughout the book.

Yours,

""",0
"""::May be worth incorporating into Elections in Australia? '''''' [ contribs ] 

""",0
:Category:Argentine films now has 225 + articles and actors and direcotrs gradually being added e.g Roberto Escalda. I have joined your WIkiProject but no one has noticed!! When I have time I'll talk page tag all of the Argentine films as WP topic culture. Ever thought of a topic=bio  category to put article on Argentine people in ?,0
YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER!,1
"Ideally, we shouldn't need to make this choice. How about an article, which explains why these barriers are so common in Grand Prix racing, and how they've improved race safety?",0
"""

Thanks for your very helpful comments. Yiddish authors belonging to the postwar generation who have published one or more books include: Alexander Belousov, Sholem Berger, Leybl Botwinik, Velvl Chernin, Gennadi Estaikh, Mikhoel Felzenbaum, Daniel Galay, Moyshe Lemster, Yitskhok Niborski, Boris Karloff (pen name of Dov-Ber Kerler), Heershadovid Menkes (pen name of Dovid Katz), Boris Sandler, Dmitry Yakirevich. Please note, however, that not all of them were included in the recently suggested revision. 

As for the even younger authors, Yisroel Nekrasov is widely published in literary periodicals in Israel, USA and Russia and his first book collection is scheduled to appear within next few weeks in Moscow (selections of his original poetry can be read in the online magazine """"Der Bavebter Yid"""" and on . Boris Kotlerman's original prose was published in two major Yiddish literary periodicals in Israel (at least twice in each one of them). Haike Beruriah Wiegand's poetry appeared in """"Bavebter Yid"""" and soon in """"Yerusholaimer Almanakh"""" in Jerusalem (see a small selection of her highly sophisticated verse at ). Perhaps a special case could be made for retaining their names in this entry for it is not all that easy for a contemporary Yiddish author to publish her or his work in a separate book no matter how well known and well received that work might be among contemporary Yiddish readers. A case in point is Alexander Belousov whose work was extremely well known and widely acclaimed, but whose first and so far the only collection of works appeared posthumously in 2006. 

Finally, and for the record, there are also two Yiddish poets (and Yiddish scholars), Gilles Rosier in Paris and Thomas Soxberger in Vienna who are also accomplished and well published novelistsin in French and German respectively.

Once again, many, many thanks for your very helpful and constructive comments.
May 9, 2007""",0
now please dont oppose my image of jatt sikhs during a rally which has been clicked by my personal cameraman!,0
